gene1,gene2,similarity_score
CHFR,SNRPF,22.439614811746623
CHFR,HBE1,22.439614811746623
CHFR,LPP,22.439614811746623
DLC1,ID4,22.43751540618344
CDK4,DNTT,22.431960976386886
MKI67,BAK1,22.431765594528617
CDH2,TACSTD2,22.42402212740485
MBD2,PRDM2,22.412375064916905
SMAD7,CUL4B,22.406826556272293
COL11A2,IGF1R,22.401704300255446
ITK,ZBTB16,22.38904106759508
ITK,IFIT2,22.38904106759508
BCL2L1,PDGFRB,22.344332363530587
ANG,TEK,22.334006136872322
CDH17,CXCR4,22.332813481358606
CDKN1A,CDK2,22.285187341774805
DROSHA,SRRT,22.262328991371753
CASP3,IL31RA,22.252997101951227
PIK3CD,MCL1,22.241440513738834
CDO1,MECP2,22.233152719409357
CDO1,MBD1,22.233152719409357
MGMT,DICER1,22.23157082847484
CCND2,SNRPF,22.219399306147466
OPCML,SMYD3,22.208688861265873
BSG,ANXA3,22.207575554083604
BSG,PGK1,22.207575554083604
TNFRSF10B,CALM1,22.186735833094772
TYMP,LAT,22.16147669163279
ASMT,LCK,22.15795117272287
FASLG,CALM2,22.15594204975266
ROBO1,ZMYND10,22.15170452044214
ROBO1,SEMA3B,22.15170452044214
MAP2K7,BCL2L1,22.150955696783544
TNFSF10,BIRC2,22.145836446570456
PARP1,IGF1R,22.135780393903737
CASP3,LAMP1,22.13421545416246
EPHB2,PIK3CD,22.105117810049546
BAX,EIF4E,22.097289129970616
RELA,FAS,22.090750898218076
PIK3CD,BCL2L1,22.079458390655763
FOXC2,WASF3,22.059618984574268
CIZ1,TET1,22.059427250674492
SLC4A1,DES,22.058573749916977
CDK4,CDC25A,22.048688499711613
PTGES,ISL1,22.040841832579638
TGFB1,SMAD2,21.993761727659074
CDH1,TNFRSF10C,21.991340154252665
CDH1,FBN1,21.991340154252665
IGF1,RELA,21.9581552537005
MCL1,ABL1,21.955735234955057
BCL2,UHRF1,21.952854310036074
MAP2K7,CASP9,21.94948539355159
CFLAR,BIRC2,21.943566090626085
PTGS2,BAX,21.939253557733952
BCL2,EIF4E,21.937172259938475
MGMT,CDH1,21.937142487421784
FDXR,LYN,21.924025249161257
ITK,ESRP1,21.90109779890647
FASLG,MKI67,21.885934740259128
AKT1,CDK4,21.88224780580995
GTF2H3,PTGER4,21.871799770856533
CFLAR,HLA-DRB4,21.851637264444637
AKT1,TNFRSF10B,21.84932097458684
SLC15A1,SLC22A3,21.806638862274752
BCL2L1,BIRC3,21.794931188623515
NEUROG1,MBD2,21.791692966465067
MUC5AC,COL11A2,21.789470802764065
EPO,PPIG,21.789396132078636
MAPK1,FASLG,21.788368204094823
FOXF1,ELK1,21.754481517455027
FOXP2,ELK1,21.754481517455027
RUNX3,TNFRSF10C,21.74779560837691
RUNX3,FBN1,21.74779560837691
CCND2,LDHB,21.747287685960007
CYP7A1,FGFR4,21.74136404743439
BAX,FOXL1,21.74112647265475
MTHFR,CCND2,21.722837985913582
XRCC1,ERCC2,21.718559482352916
PARP1,CCNB1,21.705858316156025
MAPK3,CASP8,21.703692381177092
BCL2,MMP9,21.686401881848944
CASP9,IGF1R,21.67442344249798
TNFSF10,CALM1,21.65803165665862
ANXA8,EZR,21.64555934942688
PRKCA,NPY,21.641896621127593
PSMD10,TRO,21.63973768084614
BCL2,RPSA,21.636410879869604
S100A10,FOXA2,21.631508290093826
TGFBI,SHC2,21.620443015713914
ITGA4,SHOX2,21.619958186121096
NEUROG1,DLC1,21.613537219063343
INSRR,ADIPOQ,21.61240523367264
MAPK3,MAP2K7,21.60557021880341
AGFG1,GDI2,21.602975408674137
AGFG1,WDR1,21.602975408674137
HSPA1A,TGFA,21.59748935387223
TNFRSF10B,ABL1,21.58850227618754
IGF1,CDK2,21.56922392049613
LDHB,SHC2,21.558694758927658
NFKB1,NFKB2,21.5557721753112
FBN1,APBA1,21.53432675395183
ITK,EZR,21.529992548829227
DYNC1H1,GJA1,21.52122251965605
DYNC1H1,GJB1,21.52122251965605
RASSF1,ZMYND10,21.516106520495004
CDH2,ZBTB16,21.49324582165475
AKT1,PCNA,21.490569448893545
CDO1,PYCARD,21.4813361948733
MAPK3,IGF1,21.47195123627893
PARP1,CDK6,21.470927395822653
HMGA1,PLOD2,21.468669378651814
FGFR4,NR0B2,21.457399719958605
SUZ12,HOXD9,21.44267901512785
TBC1D9,PRKCE,21.435530304363866
CASP3,TP73,21.434325145062424
PBK,HHAT,21.433328918727565
HMOX1,DNAJB9,21.411902296090847
HMOX1,DNAJA2,21.411902296090847
EDN1,PDCD1,21.40949117364991
MGMT,MECP2,21.39395891720657
MGMT,MBD1,21.39395891720657
KRAS,AKT1,21.38202883918574
TP73,TNFRSF10D,21.37910431387511
TP73,RASSF5,21.37910431387511
TP73,PTPN6,21.37910431387511
FGF21,RARA,21.375350547268955
ITK,AMBRA1,21.36852764350883
ITK,SPRY1,21.36852764350883
ITK,SPRY2,21.36852764350883
ITK,FGF1,21.36852764350883
ITK,LGR5,21.36852764350883
NFE2L2,TIMP1,21.36496504065014
TNFRSF10C,TFPI,21.356266487647794
TFPI2,FBN1,21.356266487647794
FBN1,TFPI,21.356266487647794
SNAI1,EAF2,21.353553681667368
CDKN1B,CDK2,21.336241932488267
ITK,SPOCK1,21.33438637304582
MAPK3,MYC,21.333146213481445
LATS2,TEAD2,21.33066639670182
MGMT,TNFRSF10C,21.330654722614867
MGMT,FBN1,21.330654722614867
CASP8,HLA-DRB4,21.327234677795925
DICER1,RPP14,21.317517823875463
MTOR,CASP8,21.304339101516657
TP73,CDH1,21.30019191461384
MYC,COL11A2,21.29805876966463
CCL20,SAA1,21.26899026007421
MAP2K2,SGK1,21.255682295976033
ITK,PTP4A1,21.24635930065098
DNTT,CDC25A,21.239858216271656
CDKN1A,BCL2L1,21.236508717071416
ITK,RHOC,21.22842241430185
ITK,ALDH1A1,21.222028073896702
TP73,OPCML,21.221593380372195
VIM,TACSTD2,21.20143869761347
BAX,RPS6KB1,21.19903042615866
BAX,TXNDC12,21.19903042615866
BCL2,PTGS2,21.179458663619858
BAK1,CALM1,21.160612845281925
VEGFC,TNFSF10,21.140636712160855
VEGFC,COL11A2,21.12941340756015
WNT10B,KLF2,21.12146789624164
WNT10B,KLF6,21.12146789624164
WNT10B,MEN1,21.12146789624164
KLF2,MEN1,21.12146789624164
KLF6,MEN1,21.12146789624164
EED,ELK1,21.11622802392896
MUTYH,CDKN2D,21.096027550056796
CFLAR,TNFRSF10A,21.089900273572635
PHF14,PTPN1,21.070927378769778
PHF14,GRB7,21.070927378769778
PHF14,LYN,21.070927378769778
BCL2,CKS2,21.054215208200645
FGFR2,PRKACB,21.053718089448285
VIM,PIK3CD,21.04215866125894
SLC22A1,EXT1,21.038901743573163
HMOX1,TKT,21.035808241590466
TIMP3,APBA1,21.014342811934387
SFRP1,SNRPF,21.01283456609341
SFRP1,TPD52,21.01283456609341
SFRP1,HBE1,21.01283456609341
BAX,CDK9,21.012230515620566
SNAI2,SMAD7,21.010886418823354
GLI1,AXIN2,21.01040291286998
GLI1,DKK3,21.01040291286998
NEUROG1,ITGA4,21.008023290601685
DAPK1,PYCARD,20.994436179336144
PLOD2,CUL4B,20.99258772871964
TNFRSF10B,CLEC4D,20.98498496015569
IL1RN,SERPINA3,20.979883806709555
MAPK3,CDK2,20.9761946194085
SFRP1,GSTP1,20.974338735614083
RELA,BID,20.96691065895378
CDKN1A,RELA,20.959307666127494
HIF1A,SNAI1,20.957168767321384
MAPK3,CDK20,20.954221625589163
MKI67,SULF1,20.952736004046432
TNFRSF10A,CALM1,20.943482678527662
UCHL1,CHFR,20.942312704366746
IGF1,XIAP,20.93938558411814
MOS,CARTPT,20.930629009346394
TCFL5,CDK2,20.927153195559768
ZEB1,ESRP1,20.922471531962692
MMP2,CDH2,20.92122658562408
SNAI1,TGFBR2,20.913478903018014
PCNA,IFI27,20.907422620687097
PRKAR1A,PRKAR2B,20.877624820375576
TCFL5,MAPK14,20.85316071074514
NFKB1,IGF1R,20.84182006046032
SNAI2,PLOD2,20.834322499666367
SNAI1,CXCR4,20.825751868774034
ZMYND10,PTPN1,20.824190806655483
ZMYND10,GRB7,20.824190806655483
ZMYND10,LYN,20.824190806655483
SEMA3B,PTPN1,20.824190806655483
SEMA3B,GRB7,20.824190806655483
SEMA3B,LYN,20.824190806655483
ERCC2,NBN,20.823310824386283
TNFRSF10A,ABL1,20.807436541691423
BCL2,KDR,20.803082295432482
ABCC6,MAPK13,20.780024949199575
SIK1,MAPK13,20.780024949199575
SIK1,ABCC11,20.780024949199575
MLH1,GSTP1,20.772402239693474
CDH13,SHOX2,20.7712488883838
SMYD3,SIRT7,20.76953561570358
SFRP1,SHOX2,20.762890834279915
BAX,KDR,20.757878610683395
DAPK1,DLC1,20.748805137081224
UCHL1,SAT2,20.724066108789355
FGF19,CYP7A1,20.687592137398454
VIM,NEK8,20.686951202709537
AKT1,BAK1,20.670273579823416
CDO1,GATA5,20.661865597899006
KRT7,CASP8,20.660811705063086
CD40,IL4,20.646249315193337
RAD51,RAD51AP1,20.64265533954766
ITK,FBLN1,20.638316802961505
MCL1,CALM1,20.635519119733154
VIM,SPARC,20.631381844939735
CDKN2A,CDO1,20.622755316123943
PDGFD,LGR5,20.618725213997912
BAX,NFE2L2,20.59621517160664
PTER,SAV1,20.594458511500424
CSF2,IL4,20.587808699514607
MCL1,BID,20.585485062790287
BAX,CCNA1,20.580875603524735
MKI67,SDC2,20.56281347608663
NOTCH4,JAG1,20.56164569285722
CFLAR,FAS,20.558846832895288
BAK1,SH3GLB1,20.53213218641636
IFI27,BIRC5,20.50268240030566
TCFL5,STAT3,20.48734817255623
FASLG,LIN28A,20.48185910992541
APEX1,CD74,20.474432679673875
TGFB1,TWIST1,20.473760365832845
WNT3A,SFRP2,20.46789589955012
WNT3A,SFRP4,20.46789589955012
WNT3A,DKK2,20.46789589955012
EPHB2,MAPK8,20.46360178614069
ESR2,IRS1,20.449371768347316
ACTA2,NFKBIL1,20.446827602815215
ACTA2,CXCL10,20.446827602815215
ACTA2,RB1CC1,20.446827602815215
ACTA2,MTA2,20.446827602815215
ANXA5,CDK9,20.433511969406943
RELA,CALM2,20.410220028140454
UCHL1,CDH1,20.398680946377674
BCL2,RPS6KB1,20.39027522315658
BCL2,TXNDC12,20.39027522315658
BRCA1,NELL2,20.377124387672687
BRCA1,NRP1,20.377124387672687
BRCA1,NRP2,20.377124387672687
CCK,CCL28,20.375014723682227
CASP3,YAP1,20.372870961923514
ZEB1,TACSTD2,20.36798696300659
AHR,FKTN,20.364188240361493
PIK3CD,CASP9,20.358090659717252
PTGES,NEDD8,20.357714811851615
ASMT,MEN1,20.355942170520393
VEGFC,PARP1,20.34299505630483
DDIT3,BAK1,20.337681000437758
BCL2,CDK1,20.334323328085585
MTHFR,GSTM3,20.32585749334246
CASP3,CKS2,20.319298076168025
SLC22A3,EXT1,20.315761290145513
BCL2L1,BIRC2,20.309358153183723
COX8A,HSPA1A,20.304110245624315
CDO1,SOD3,20.291503559795206
CTNNB1,ZEB1,20.27272705967301
TRIM31,ITGA3,20.25974389806075
CDKN1A,CASP8,20.257430098580066
CSF3,TCEA1,20.254440522741216
CSF3,IL7,20.254440522741216
CSF3,IL9,20.254440522741216
USP14,PTER,20.25232542301895
TP73,NEUROG1,20.2465716141233
IL6,MAPK1,20.246423278753586
RBPJ,PRKCE,20.239001849493846
DAPK1,CDKN2B,20.2386869952787
CDH13,RPRM,20.232518829504034
SFRP1,MTHFR,20.224618004214353
MSH2,CHD1L,20.223688348846473
CDKN1A,NFKB1,20.21734990325683
TNFRSF10B,BID,20.21577328935328
CASP3,UHRF1,20.214930670484424
APP,TSG101,20.208474343600997
SOCS1,ICOS,20.203775028502882
PIK3CD,NFKB1,20.198059821577974
MLNR,MLN,20.173046035200496
ABCC4,ABCC6,20.160181770434857
RELA,DDIT3,20.157119065962938
ITK,TLR2,20.14398045008548
IFI27,CASP8,20.133684135705206
KRAS,CASP8,20.13016629475555
TRIM37,HSPB1,20.102521195416298
CASP9,CKS2,20.095476588299707
RASSF1,SMYD3,20.079029179202873
RNASEL,CXCR2,20.07802217550245
ANXA8,SHC2,20.06270590291854
RASSF1,RASSF5,20.05497992024595
RASSF1,PTPN6,20.05497992024595
DICER1,NR0B2,20.045653152903704
CHFR,RPRM,20.037632660683812
BAX,PMAIP1,20.03669219366711
BAX,ADRM1,20.03669219366711
BAX,MALT1,20.03669219366711
BAX,BRD4,20.03669219366711
FGF19,FGFR1,20.030321535582765
ANXA5,DAPK1,20.025876168517073
ZEB1,EAF2,20.023854009106714
SHH,PTCH1,20.018459465842167
SMAD7,LDHB,19.978268360314946
ITK,STYK1,19.97090578202443
GRN,SIRT1,19.970705662429737
PLOD2,H2AFZ,19.958014786339955
CDK2,FADD,19.95404151247918
VEGFC,MCL1,19.951431913531767
BCL2,SOCS3,19.946843005676026
PDGFRB,TNFRSF10B,19.94570898223324
CYP2A6,GSTM3,19.9367475960145
GSTO1,SLC22A3,19.9367475960145
TACSTD2,ZEB2,19.933450154965858
BNIP3,E2F2,19.93235066553765
BAX,CDK1,19.91702138158556
APC,HOXA11,19.909502790750913
APC,HOXA2,19.909502790750913
APC,HOXA5,19.909502790750913
APC,HOXB4,19.909502790750913
MGMT,RUNX3,19.90591705322984
CACNA2D3,JAK1,19.90161956638877
PLCD1,JAK1,19.90161956638877
ATG7,JAK1,19.90161956638877
CTNNB1,WNT3A,19.899881160987544
PCNA,MCL1,19.893541953881755
MNT,KLF2,19.886899786663054
MNT,KLF6,19.886899786663054
BAX,HLF,19.8694107448934
AES,CDAN1,19.869296802141868
EPHB2,RELA,19.86211779336941
SCGB2A1,SPINK1,19.86045240381423
NFKB1,PHLPP1,19.857969417091027
ITK,IGFBP7,19.85396890161342
ITK,PTTG1,19.85396890161342
ITK,EFNB2,19.85396890161342
AHR,TSC1,19.85313159500165
UCHL1,CDH13,19.815664706542137
BCL2,PMAIP1,19.815028208011487
BCL2,ADRM1,19.815028208011487
BCL2,MALT1,19.815028208011487
BCL2,BRD4,19.815028208011487
FOXP3,FASLG,19.810275946286602
PIK3CD,STAT3,19.791068609895152
ITGA6,FOXA2,19.790091980010946
MLH1,CCND2,19.773634228984946
MMP2,ZEB1,19.76990741472625
SLC40A1,AIFM3,19.758335392979202
MLH1,TP73,19.743929959362507
CCNA1,TRADD,19.726872473071264
DCK,CDA,19.724879119858308
GLI1,GLI2,19.72232569139345
SNAI2,NT5E,19.715101544034976
EPHB2,IGF1,19.713394245782208
BCL2,PRKCA,19.710932323950605
BIRC3,CALM2,19.704979216039046
IFI27,CDKN1B,19.690776467997626
IL6,ITK,19.689490764813595
ANXA8,TGFBI,19.68608078339866
AHR,MT3,19.683959654252927
TNFRSF1A,TNFRSF10A,19.682855704679454
ANGPT1,TSPAN31,19.68283430737291
XIAP,FAS,19.675324383671246
SNAI1,TACSTD2,19.669637915942754
DAB2IP,GAST,19.665356301504332
CASP3,HSF1,19.663828105875705
MCL1,PHLPP1,19.66208340357299
BCL2,FOXL1,19.652443162012634
CDH2,SALL4,19.626529958585664
CASP9,CASP7,19.609688300385326
MUC5AC,PARP1,19.608904398610807
IGF1,DNTT,19.606360228823213
CDX2,MLH1,19.603470413197627
AURKA,PTGES3,19.60065604049753
AURKA,FOXA2,19.60065604049753
AURKA,PKD1,19.60065604049753
HMOX1,DDR2,19.60024828424766
IL6,MAPK14,19.58774614602851
SLC22A1,SLC15A2,19.587570672112655
CDH2,HIF1A,19.58445316010097
PTGS2,CASP3,19.5742055822106
ITK,TJP1,19.569479909123192
TNFSF10,IGF1R,19.558082689910105
BCL2,TNF,19.55374883928003
EBAG9,HRAS,19.55374444074693
ALDH1A3,CD47,19.538586235709214
MKI67,FAS,19.537426934306385
GSTP1,NEUROG1,19.529315542200077
DAPK1,CCND2,19.522973724684714
ABCB1,ABCC3,19.510893053610722
ANXA5,PMAIP1,19.509136460461594
ANXA5,ADRM1,19.509136460461594
ANXA5,MALT1,19.509136460461594
ANXA5,BRD4,19.509136460461594
CYP1A2,FOXA1,19.49518340323854
GSTP1,OPCML,19.49504394090682
TERT,TEP1,19.463800369739587
RCOR3,OSM,19.461152488744897
ATF3,OSM,19.461152488744897
EMP1,OSM,19.461152488744897
SAV1,OSM,19.461152488744897
IL16,LBP,19.44104372312151
CD274,FOXP3,19.431025712461384
ANXA5,NFE2L2,19.430211243887392
SORL1,LBP,19.42677370136198
OPCML,ID4,19.42500615048048
BECN1,HSPA5,19.418306382727465
MVD,EFNB1,19.41810971055087
MVD,EPHB4,19.41810971055087
DCLK1,APBA1,19.414676454165704
HOXA1,APBA1,19.414676454165704
APOB,LRPAP1,19.39178121393527
SFRP1,SFRP2,19.391289979227736
SFRP1,SFRP4,19.391289979227736
SFRP1,DKK2,19.391289979227736
COL11A2,HMOX1,19.37066596524413
MKI67,NFKB1,19.351604927755556
PTPRE,ALK,19.347690050723273
CHFR,PRDM2,19.34561782547127
PCNA,CASP8,19.34456918501801
ANXA5,RPS6KB1,19.334088075910966
ANXA5,TXNDC12,19.334088075910966
RHOA,PTK7,19.32755333628127
TNFSF10,PHLPP1,19.321147492411573
CASP8,WWOX,19.312711905845607
BAX,MIB1,19.309700137307292
CDKN2A,NEUROG1,19.30921119578479
ITK,SHH,19.300259455137216
MAP2K7,CASP8,19.288546387876394
BCL2,CDK9,19.288303405826763
IGF1,FAS,19.280212771319107
CASP3,EIF4E,19.272231553375708
SLC4A1,SYNM,19.241647605428362
AKT1,IL6,19.2321905780479
SPARC,LDHB,19.23057924361233
ANXA5,RPSA,19.22295261338084
FASLG,DDIT3,19.222842776953627
ITK,CDC42,19.22017446274401
BCL2L1,CALM1,19.213101264161647
ITGAV,GDI2,19.202258875093957
ITGAV,WDR1,19.202258875093957
ITGAV,TRO,19.202258875093957
PTER,PKD1,19.201149882165375
PCNA,BCL2L1,19.187547223999374
SFRP1,ITGA4,19.167592173289677
BAX,RPSA,19.164220443842396
IFI27,BCL2L1,19.1641980601532
SPARC,IGFBP7,19.160405443428832
SPARC,EFNB2,19.160405443428832
SPARC,IRX3,19.160405443428832
DICER1,CACNA1G,19.152660515030966
DICER1,RARRES1,19.152660515030966
DICER1,ARID4A,19.152660515030966
DICER1,APBA2,19.152660515030966
DICER1,HIC1,19.152660515030966
DICER1,RARB,19.152660515030966
DICER1,SNCA,19.152660515030966
DICER1,MAL,19.152660515030966
DICER1,INA,19.152660515030966
MAPK3,SMAD2,19.14971741468192
ANXA3,CDK7,19.14693365123148
PGK1,CDK7,19.14693365123148
CDH13,NR0B2,19.145118611028504
STAT3,RELA,19.141341473054254
BCL2,HIPK3,19.140926821737
CD40,ICOS,19.13959542785253
EZH2,COL11A2,19.136665116187206
RNASEL,CCR5,19.133211920296027
S1PR2,MAP3K4,19.13077839406503
BIRC5,FASLG,19.12878557920177
TCFL5,MYC,19.127829703453177
SUZ12,EED,19.126168464131748
MAPK1,IGF1,19.12309097370492
DLC1,HOXA1,19.096964954441532
AHR,GAB1,19.095001175539306
NEK8,NT5E,19.093711645522635
S100A4,ZEB2,19.092909265632276
COL11A2,HLA-DRB4,19.090956495588742
BTLA,JAK3,19.086539060046857
BTLA,RAG2,19.086539060046857
MUC5AC,MUC6,19.086336761798712
BCL2,CCNA1,19.082798653665716
RELA,CDC25A,19.076917829438475
ANXA5,AGER,19.073942846451565
MAPK14,IFI44,19.066974332671617
ITK,E2F2,19.066156467218
FHIT,CDO1,19.061509544510614
ITK,SHC2,19.058117528458858
PGF,PLA2G4A,19.043419013891313
BCL2,JAK2,19.039375459137627
BIRC3,LAMP1,19.03551320716594
PTGER4,NEDD8,19.035285850149613
PTGER4,UBE2M,19.035285850149613
PTGER4,UBA3,19.035285850149613
NEDD8,CDH5,19.035285850149613
UBE2M,CDH5,19.035285850149613
CDH5,NAE1,19.035285850149613
CDH5,UBA3,19.035285850149613
MUC5AC,TNFSF10,19.02961165867532
DAPK1,GSTP1,19.019897748472985
SERPINE1,PRDM2,19.019765660937008
CDKN2A,UCHL1,19.019695022061505
ABCG8,CETP,19.01574081757899
ANXA5,YAP1,19.012646745151127
NEK8,SHC2,19.008610252876394
HOXA1,MBD2,19.004780057775818
CASP3,DAPK1,19.0025738065851
NDE1,MKI67,18.997278616084312
DICER1,GRIN2B,18.988135269495263
DICER1,PITX2,18.988135269495263
ITGA4,GRIN2B,18.97592179978026
ITGA4,PITX2,18.97592179978026
KRAS,CASP9,18.970490748635495
XIAP,TNFRSF10B,18.959564728572488
PLOD2,ESRP1,18.95947375963277
CASP8,BID,18.95511370153992
CTNNB1,SNAI2,18.94448019161423
MAPK3,FASLG,18.9354475109207
BAX,HIPK3,18.92585025230222
RASSF1,GSTP1,18.924163342151324
BAX,PRKCA,18.91819700552953
BAX,HSPA5,18.917594740603835
SLC22A3,SLC15A2,18.91431477168503
NEUROG1,ESR1,18.911918251733812
BAX,PAWR,18.90331967267147
CASP3,KDR,18.90253095812906
SERPINE1,MECP2,18.881936601735756
SERPINE1,MBD1,18.881936601735756
CLEC4D,PTGER2,18.872989839114314
PCNA,BIRC5,18.866942079496038
TLR4,TLR9,18.860227624929333
ALDH1A1,UHRF2,18.859421807026074
MAOA,DDC,18.857591984596645
CHFR,SYK,18.855841260118687
TACR1,CDKN2D,18.85455858203097
TAC1,CDKN2D,18.85455858203097
RUNX3,TP73,18.846533829000943
ANXA5,HIPK3,18.840930843146573
RPS6KB1,RASA1,18.834479308505035
TXNDC12,RASA1,18.834479308505035
MSLN,CD27,18.832667117252175
MSLN,LTA,18.832667117252175
SNAI1,NEK8,18.830788664713626
MAPK1,RELA,18.827744721514087
ERBB2,BCL2,18.81920149434177
CDH2,PDPK1,18.818221490639292
CDH2,JUNB,18.818221490639292
PTPRC,ITGAV,18.815261800327406
CASP8,PHLPP1,18.81436776624513
AKT1,TGFB1,18.81368871158801
AKT1,BIRC5,18.809841274621085
CX3CR1,ESRP1,18.8095378611552
BAX,TRADD,18.809289286527395
KRAS,FASLG,18.806519642243924
MGMT,PRKCE,18.805783434133783
NFKB1,CALM2,18.80444608862313
ITK,TGFBR2,18.802498231708157
IFI27,RELA,18.79427294417751
STAT3,CASP8,18.789349154167613
ROCK1,HIPK3,18.78254428662295
PARP1,LAMP1,18.775818222928226
ITK,TPTE2,18.77575790461891
BCL2,TOMM20,18.761048547747023
BCL2,CRMP1,18.761048547747023
BCL2,FIS1,18.761048547747023
BCL2,MFN2,18.761048547747023
BCL2,OPA1,18.761048547747023
SHH,BMP4,18.75814798050124
VIM,RAC1,18.740358769987708
DAPK1,TNFRSF10D,18.738792796948967
DAPK1,RASSF5,18.738792796948967
DAPK1,PTPN6,18.738792796948967
IGF2,IGFBP3,18.73405108737007
NOS2,CCL20,18.728426589967057
MKI67,FGF2,18.724829037684884
MKI67,DNTT,18.724393876569277
CASP9,IL31RA,18.716626682209085
TYMP,ANGPT1,18.711437840212156
TNFRSF1A,CCR7,18.70942314813977
IRS2,BMP7,18.708726018173543
XIAP,CDC25A,18.706758886573198
PDGFRB,DNTT,18.705724564116647
SFRP1,TP73,18.705405249300174
ZEB1,RAC1,18.699663711532967
SMAD7,FOXJ2,18.696410217318046
DNTT,ROCK1,18.691601903286287
RELA,TNFRSF10A,18.69108401632075
PARP1,PTGDR,18.690317162883748
CDH17,HIF1A,18.687275057207774
MAP2K4,TRAF4,18.67949490399895
WNT10B,TET1,18.677307065074167
ITGB4,KHDRBS1,18.664445640577675
ITGB4,PTK6,18.664445640577675
TNFSF10,HMOX1,18.663698333251023
UCHL1,DICER1,18.650781693896732
BIRC3,HSF1,18.64240525328538
MCC,LRP1B,18.63527094980388
TCFL5,IGF1,18.629002555721865
CASP3,NFE2L2,18.623027808423732
CASP3,RPSA,18.619225831465396
CCND2,VDAC1,18.617509953970913
LTBP3,EMP3,18.604535296228683
TEAD2,IRS1,18.604535296228683
MIB1,TP53BP1,18.596204139044506
VEGFC,CASP9,18.578020389205967
MAPK8,SMAD2,18.560682304679297
SLC22A1,ABCB6,18.55783488942222
GRN,FOXO1,18.54403403890758
BIRC5,RELA,18.543280481821323
DPEP2,APAF1,18.540314336123885
DPEP2,SPRN,18.540314336123885
MBD2,APAF1,18.540314336123885
S1PR2,CLC,18.533434760032144
NEUROG1,APBA1,18.522673116423896
MUC1,MCL1,18.52263123493812
IL10,CD80,18.522232026798456
IL10,CD86,18.522232026798456
PCNA,CDK2,18.51791581585573
ZEB1,SPARC,18.516368812603105
CDH13,DPEP2,18.515593733470187
CDH13,MBD2,18.515593733470187
DLC1,CDH13,18.51545379252256
BCL2,MAPK14,18.510418286470074
BCL2,PAWR,18.506159141556395
TGFB1,MAPK3,18.505132442227026
CYP1A2,FDXR,18.499150683293777
CDAN1,APOE,18.49823888110105
CD14,ANXA2,18.49640605098669
ALDH1A1,PDPK1,18.491353801512197
SNAI1,POSTN,18.480443856448428
MTOR,RELA,18.45519421880833
TIMP3,NR0B2,18.4514224859511
CDH2,WASF3,18.451236253872622
EPHB2,MAPK14,18.450032588883047
KRAS,BCL2L1,18.41811468208777
CDH2,CALB1,18.41284331910184
CDH2,VDAC1,18.41284331910184
CDH2,GPX1,18.41284331910184
CDH2,MAL2,18.41284331910184
CUL4A,PRR11,18.410941965499624
NMT1,GJA1,18.40170639450543
NMT1,GJB1,18.40170639450543
NMT1,GJB2,18.40170639450543
CASP8,IGF1R,18.399732405469916
FAS,BID,18.39816185566084
HNF4A,AXIN1,18.394835117009453
AGFG1,ANXA3,18.393862763972756
KLRK1,MICA,18.38931164419802
FBLN1,MEN1,18.38774157275139
ITGB4,SLC29A1,18.387304446498195
ITGB4,HOMER1,18.387304446498195
ITGB4,MSX2,18.387304446498195
BAX,JAK2,18.38675277908715
STAT3,MAPK8,18.386586576681857
PIK3CD,PIK3CA,18.385800462721026
BMP3,IL6R,18.3802492466152
XRCC1,RAD51AP1,18.379639379462766
XRCC1,TLK1,18.379639379462766
SMAD7,PTP4A1,18.377208367814106
AHR,UPRT,18.371695677302732
MTOR,NFKB1,18.36392413697598
BAX,SOCS3,18.358137937134423
CCND2,MBD2,18.356220668414824
CDK2,XIAP,18.35608022378497
ANXA5,KDR,18.352308862840406
NR4A1,MLNR,18.351923254011993
SOX2,NES,18.350591376839116
ANXA5,SNCG,18.350475221195662
BAX,SNCG,18.348129941031143
PDGFRB,TNFRSF10A,18.342727868623324
FANCD2,TGFBR3,18.329857046733633
IRS2,WASF3,18.324060127396468
VHL,ID4,18.3239747764911
TNFSF10,CDKN1A,18.322284746481962
NOTCH1,RBPJ,18.3197530200085
PARP1,CASP4,18.30893897141104
RASSF1,PITX2,18.295518394092444
FAS,PAWR,18.29534849085288
NDE1,SULF1,18.29254569164849
CFLAR,XIAP,18.289171107131562
PLK1,PLK2,18.28377202632098
PLK1,PLK3,18.28377202632098
TGFB1,ZEB2,18.272993799722933
S100A4,SNAI2,18.26810309896815
RNASEL,IL1RN,18.26682652640982
SPN,TNFRSF6B,18.266754644216917
SPN,CALR,18.266754644216917
SPN,PAX8,18.266754644216917
EAF2,ZEB2,18.257566721299252
RUNX3,DLC1,18.250857426920074
STAT3,MAP2K7,18.241897850450812
BCL2,SPIN1,18.234819815624082
MBD2,PRKCE,18.22503440798648
PITRM1,RNASEL,18.220053981977482
PITRM1,CCL20,18.220053981977482
RNASEL,LRG1,18.220053981977482
RNASEL,SAA1,18.220053981977482
CCL20,LRG1,18.220053981977482
ANXA5,MIB1,18.214040546026062
PARP1,CASP7,18.2118630030228
